side,entry_time,exit_time,reason,qty,entry_px,exit_px,pnl
long,2025-08-24 03:30:00,2025-08-24 09:00:00,SL,0.0007586049652621309,114977.31,114736.4007611194,-0.2698859255784326
short,2025-08-31 00:00:00,2025-08-31 00:30:00,SL,0.000799969224428182,108829.72,108900.06,-0.14335839686703486
long,2025-09-14 04:15:00,2025-09-15 00:00:00,SL,0.0007516069172070191,115717.95,115127.21,-0.530756679800748
short,2025-09-21 00:15:00,2025-09-22 00:30:00,TP1,0.0003748165089292997,115597.84000000001,114904.05000000002,0.21684598887435366
short,2025-09-21 00:15:00,2025-09-22 02:30:00,TP2,0.0003748165089292997,115597.84000000001,114210.25000000003,0.47702370661644505
short,2025-09-28 00:00:00,2025-09-28 00:15:00,SL,0.0007946885807183316,109567.8,109684.82959462669,-0.1801208629715801
short,2025-10-19 00:00:00,2025-10-19 03:45:00,SL,0.0008121114451060051,107084.08,107339.09,-0.29416429484293344
short,2025-10-19 04:45:00,2025-10-19 08:15:00,TP1,0.00040537239512395605,107046.89,106462.53999999998,0.19360394458036667
short,2025-10-19 04:45:00,2025-10-19 09:45:00,SL,0.00040537239512395605,107046.89,107339.09,-0.16190289295201704
long,2025-10-28 12:30:00,2025-10-28 20:00:00,SL,0.0007589613580536068,114375.68999999999,113483.24,-0.763803125473649
short,2025-11-02 00:15:00,2025-11-02 04:45:00,SL,0.0007847673610106034,110030.63,110516.23,-0.4676220191574296
long,2025-11-30 03:15:00,2025-11-30 13:15:00,TP1,0.00047453133386758537,90687.23999999999,91750.84999999999,0.46142997691692544
long,2025-11-30 03:15:00,2025-12-01 00:00:00,SL,0.00047453133386758537,90687.23999999999,90155.41,-0.29527775125311634
